Year,County_FIPS,County,State,Obesity Percentage,Overall SVI,
2018,13273,Terrell County,Georgia,19.5,0.957,
2018,13275,Thomas County,Georgia,27.6,0.9108,
2018,13277,Tift County,Georgia,29.8,0.8809,
2018,13279,Toombs County,Georgia,24.1,0.9761,
2018,13281,Towns County,Georgia,18.1,0.3258,
2018,13283,Treutlen County,Georgia,22.3,0.9471,
2018,13285,Troup County,Georgia,37.3,0.9013,
2018,13287,Turner County,Georgia,22.6,0.9809,
2018,13289,Twiggs County,Georgia,18.9,0.758,
2018,13291,Union County,Georgia,23.4,0.3115,
2018,13293,Upson County,Georgia,15.4,0.8532,
2018,13295,Walker County,Georgia,28.1,0.6408,
2018,13297,Walton County,Georgia,31.5,0.293,
2018,13299,Ware County,Georgia,26.5,0.8449,
2018,13301,Warren County,Georgia,18.7,0.8946,
2018,13303,Washington County,Georgia,21.1,0.9462,
2018,13305,Wayne County,Georgia,28.9,0.9166,
2018,13307,Webster County,Georgia,17.4,0.7876,
2018,13309,Wheeler County,Georgia,19.3,0.8124,
2018,13311,White County,Georgia,19.1,0.2357,
2018,13313,Whitfield County,Georgia,27.8,0.8793,
2018,13315,Wilcox County,Georgia,20.4,0.8169,
2018,13317,Wilkes County,Georgia,18.3,0.7561,
2018,13319,Wilkinson County,Georgia,16.6,0.7873,
2018,13321,Worth County,Georgia,20.1,0.7357,
2018,15001,Hawaii County,Hawaii,25.9,0.5771,
2018,15003,Honolulu County,Hawaii,24.8,0.472,
2018,15005,Kalawao County,Hawaii,17.6,0.3162,
2018,15007,Kauai County,Hawaii,23.8,0.3099,
2018,15009,Maui County,Hawaii,24.2,0.3879,
2018,16001,Ada County,Idaho,24.4,0.1373,
2018,16003,Adams County,Idaho,22.7,0.2936,
2018,16005,Bannock County,Idaho,30,0.579,
2018,16007,Bear Lake County,Idaho,23.5,0.2143,
2018,16009,Benewah County,Idaho,26.3,0.7334,
2018,16011,Bingham County,Idaho,32.1,0.507,
2018,16013,Blaine County,Idaho,15.7,0.3239,
2018,16015,Boise County,Idaho,24.6,0.0672,
2018,16017,Bonner County,Idaho,24.1,0.2401,
2018,16019,Bonneville County,Idaho,29.3,0.3634,
2018,16021,Boundary County,Idaho,22.5,0.3083,
2018,16023,Butte County,Idaho,21.4,0.2462,
2018,16025,Camas County,Idaho,22,0.1338,
2018,16027,Canyon County,Idaho,33.6,0.7366,
2018,16029,Caribou County,Idaho,24.8,0.1917,
2018,16031,Cassia County,Idaho,29.6,0.6732,
2018,16033,Clark County,Idaho,18.9,0.8911,
2018,16035,Clearwater County,Idaho,30,0.4401,
2018,16037,Custer County,Idaho,20.9,0.4369,
2018,16039,Elmore County,Idaho,25.4,0.5882,
2018,16041,Franklin County,Idaho,23.1,0.1414,
2018,16043,Fremont County,Idaho,27,0.5137,
2018,16045,Gem County,Idaho,30.9,0.6627,
2018,16047,Gooding County,Idaho,28.1,0.7076,
2018,16049,Idaho County,Idaho,26.1,0.5392,
2018,16051,Jefferson County,Idaho,32.4,0.2525,
2018,16053,Jerome County,Idaho,26.1,0.6736,
2018,16055,Kootenai County,Idaho,26.4,0.2328,
2018,16057,Latah County,Idaho,26.3,0.2484,
2018,16059,Lemhi County,Idaho,24.4,0.2997,
2018,16061,Lewis County,Idaho,26.6,0.5678,
2018,16063,Lincoln County,Idaho,21.3,0.5576,
2018,16065,Madison County,Idaho,26.4,0.4029,
2018,16067,Minidoka County,Idaho,27.4,0.6783,
2018,16069,Nez Perce County,Idaho,28.9,0.5067,
2018,16071,Oneida County,Idaho,25.4,0.3424,
2018,16073,Owyhee County,Idaho,26.2,0.8245,
2018,16075,Payette County,Idaho,33.6,0.601,
2018,16077,Power County,Idaho,27.7,0.5162,
2018,16079,Shoshone County,Idaho,27.7,0.757,
2018,16081,Teton County,Idaho,18.8,0.1344,
2018,16083,Twin Falls County,Idaho,29,0.4955,
2018,16085,Valley County,Idaho,20.7,0.0882,
2018,16087,Washington County,Idaho,29.9,0.8506,
2018,17001,Adams County,Illinois,28.3,0.249,
2018,17003,Alexander County,Illinois,17.6,0.9573,
2018,17005,Bond County,Illinois,20.5,0.3732,
2018,17007,Boone County,Illinois,25.7,0.4697,
2018,17009,Brown County,Illinois,17.5,0.4745,
2018,17011,Bureau County,Illinois,23.6,0.2863,
2018,17013,Calhoun County,Illinois,18.5,0.1901,
2018,17015,Carroll County,Illinois,21.1,0.1682,
2018,17017,Cass County,Illinois,17.9,0.6971,
2018,17019,Champaign County,Illinois,26.3,0.499,
2018,17021,Christian County,Illinois,23,0.2408,
2018,17023,Clark County,Illinois,19.1,0.2073,
2018,17025,Clay County,Illinois,21.2,0.6115,
2018,17027,Clinton County,Illinois,23.4,0.1787,
2018,17029,Coles County,Illinois,23.3,0.4978,
2018,17031,Cook County,Illinois,27.8,0.6755,
2018,17033,Crawford County,Illinois,23.2,0.3838,
2018,17035,Cumberland County,Illinois,18.1,0.1627,
2018,17039,De Witt County,Illinois,18.9,0.129,
2018,17037,Dekalb County,Illinois,29.1,0.4866,
2018,17041,Douglas County,Illinois,19.1,0.4439,
2018,17043,Dupage County,Illinois,25.2,0.1611,
2018,17045,Edgar County,Illinois,22.6,0.3433,
2018,17047,Edwards County,Illinois,18.8,0.2443,
2018,17049,Effingham County,Illinois,20.7,0.199,
2018,17051,Fayette County,Illinois,23.2,0.5949,
2018,17053,Ford County,Illinois,18.9,0.3051,
2018,17055,Franklin County,Illinois,26.3,0.6092,
2018,17057,Fulton County,Illinois,18,0.5761,
2018,17059,Gallatin County,Illinois,18.1,0.4538,
2018,17061,Greene County,Illinois,19.2,0.1952,
2018,17063,Grundy County,Illinois,22.9,0.0844,
2018,17065,Hamilton County,Illinois,19.5,0.1529,
2018,17067,Hancock County,Illinois,21.6,0.1232,
2018,17069,Hardin County,Illinois,19,0.5019,
2018,17071,Henderson County,Illinois,22.9,0.0669,
2018,17073,Henry County,Illinois,25.6,0.201,
2018,17075,Iroquois County,Illinois,25.1,0.3404,
2018,17077,Jackson County,Illinois,18.9,0.7045,
2018,17079,Jasper County,Illinois,17.9,0.2417,
2018,17081,Jefferson County,Illinois,25.4,0.8108,
2018,17083,Jersey County,Illinois,21.4,0.1041,
2018,17085,Jo Daviess County,Illinois,22.6,0.0525,
2018,17087,Johnson County,Illinois,17.3,0.4624,
2018,17089,Kane County,Illinois,27.8,0.4169,
2018,17091,Kankakee County,Illinois,32,0.6656,
2018,17093,Kendall County,Illinois,30.3,0.1398,
2018,17095,Knox County,Illinois,26.9,0.6462,
2018,17097,Lake County,Illinois,24.9,0.3513,
2018,17099,Lasalle County,Illinois,30.4,0.4303,
2018,17101,Lawrence County,Illinois,20.6,0.7783,
2018,17103,Lee County,Illinois,21.7,0.301,
2018,17105,Livingston County,Illinois,21.3,0.4841,
2018,17107,Logan County,Illinois,20.3,0.2271,
2018,17115,Macon County,Illinois,25.2,0.5971,
2018,17117,Macoupin County,Illinois,21.8,0.1987,
2018,17119,Madison County,Illinois,29.5,0.2965,
2018,17121,Marion County,Illinois,20.3,0.7385,
2018,17123,Marshall County,Illinois,19.7,0.0545,
2018,17125,Mason County,Illinois,18,0.2946,
2018,17127,Massac County,Illinois,19.2,0.7513,
2018,17109,Mcdonough County,Illinois,20.3,0.5166,
2018,17111,Mchenry County,Illinois,30.3,0.0701,
2018,17113,Mclean County,Illinois,25.9,0.1904,
2018,17129,Menard County,Illinois,19.5,0.0484,
2018,17131,Mercer County,Illinois,21.4,0.1134,
2018,17133,Monroe County,Illinois,24.4,0.0016,
2018,17135,Montgomery County,Illinois,23.3,0.3914,
2018,17137,Morgan County,Illinois,23.5,0.5045,
2018,17139,Moultrie County,Illinois,17.3,0.2949,
2018,17141,Ogle County,Illinois,25.2,0.2917,
2018,17143,Peoria County,Illinois,33.8,0.6131,
2018,17145,Perry County,Illinois,17.6,0.6487,
2018,17147,Piatt County,Illinois,20.7,0.0032,
2018,17149,Pike County,Illinois,19.3,0.3494,
2018,17151,Pope County,Illinois,17.8,0.4545,
2018,17153,Pulaski County,Illinois,18.2,0.6943,
2018,17155,Putnam County,Illinois,17.6,0.0277,
2018,17157,Randolph County,Illinois,22.3,0.4567,
2018,17159,Richland County,Illinois,16.7,0.4105,
2018,17161,Rock Island County,Illinois,32.2,0.7137,
2018,17165,Saline County,Illinois,19.4,0.8637,
2018,17167,Sangamon County,Illinois,29.4,0.4357,
2018,17169,Schuyler County,Illinois,18,0.5707,
2018,17171,Scott County,Illinois,17.7,0.1354,
2018,17173,Shelby County,Illinois,20.3,0.085,
2018,17163,St. Clair County,Illinois,36.1,0.5229,
2018,17175,Stark County,Illinois,18.7,0.0634,
2018,17177,Stephenson County,Illinois,30.4,0.5,
2018,17179,Tazewell County,Illinois,26.7,0.107,
2018,17181,Union County,Illinois,18.7,0.6844,
2018,17183,Vermilion County,Illinois,33.2,0.8131,
2018,17185,Wabash County,Illinois,18.4,0.3207,
2018,17187,Warren County,Illinois,20,0.6073,
2018,17189,Washington County,Illinois,21.3,0.0653,
2018,17191,Wayne County,Illinois,20,0.4331,
2018,17193,White County,Illinois,21.7,0.5382,
2018,17195,Whiteside County,Illinois,28.1,0.3283,
2018,17197,Will County,Illinois,33.1,0.2022,
2018,17199,Williamson County,Illinois,26.9,0.4806,
2018,17201,Winnebago County,Illinois,27.1,0.7204,
2018,17203,Woodford County,Illinois,21.7,0.0188,
2018,18001,Adams County,Indiana,29,0.5904,
2018,18003,Allen County,Indiana,34.3,0.5236,
2018,18005,Bartholomew County,Indiana,30.5,0.3631,
2018,18007,Benton County,Indiana,28,0.3347,
2018,18009,Blackford County,Indiana,22.6,0.371,
2018,18011,Boone County,Indiana,23.8,0.0449,
2018,18013,Brown County,Indiana,26.1,0.0602,
2018,18015,Carroll County,Indiana,31.8,0.1175,
2018,18017,Cass County,Indiana,30.5,0.7197,
2018,18019,Clark County,Indiana,33.3,0.2548,
2018,18021,Clay County,Indiana,24.2,0.3338,
2018,18023,Clinton County,Indiana,33,0.571,
2018,18025,Crawford County,Indiana,25.4,0.3889,
2018,18027,Daviess County,Indiana,25.9,0.6882,
2018,18029,Dearborn County,Indiana,26.6,0.0799,
2018,18031,Decatur County,Indiana,28.4,0.2102,
2018,18033,Dekalb County,Indiana,26.5,0.2334,
2018,18035,Delaware County,Indiana,30.8,0.5666,
2018,18037,Dubois County,Indiana,28.3,0.208,
2018,18039,Elkhart County,Indiana,33.2,0.7701,
2018,18041,Fayette County,Indiana,32.5,0.6108,
2018,18043,Floyd County,Indiana,26.8,0.1669,
2018,18045,Fountain County,Indiana,25.1,0.2032,
2018,18047,Franklin County,Indiana,30.1,0.1471,
2018,18049,Fulton County,Indiana,29.3,0.3459,
2018,18051,Gibson County,Indiana,28.8,0.315,
2018,18053,Grant County,Indiana,34.5,0.7331,
2018,18055,Greene County,Indiana,37.1,0.4443,
2018,18057,Hamilton County,Indiana,25.6,0.0255,
2018,18059,Hancock County,Indiana,34.4,0.0169,
2018,18061,Harrison County,Indiana,33.7,0.1866,
2018,18063,Hendricks County,Indiana,29.7,0.0815,
2018,18065,Henry County,Indiana,28.8,0.3793,
2018,18067,Howard County,Indiana,31.7,0.4815,
2018,18069,Huntington County,Indiana,33.3,0.1248,
2018,18071,Jackson County,Indiana,31.8,0.5389,
2018,18073,Jasper County,Indiana,30.5,0.2685,
2018,18075,Jay County,Indiana,28.1,0.6748,
2018,18077,Jefferson County,Indiana,29.2,0.4414,
2018,18079,Jennings County,Indiana,34.8,0.3847,
2018,18081,Johnson County,Indiana,31.1,0.1424,
2018,18083,Knox County,Indiana,29.7,0.5927,
2018,18085,Kosciusko County,Indiana,31.3,0.4608,
2018,18087,Lagrange County,Indiana,27,0.3707,
2018,18089,Lake County,Indiana,38.1,0.7252,
2018,18091,Laporte County,Indiana,35.4,0.7217,
2018,18093,Lawrence County,Indiana,28.8,0.2752,
2018,18095,Madison County,Indiana,37.9,0.6713,
2018,18097,Marion County,Indiana,32.6,0.7971,
2018,18099,Marshall County,Indiana,36.5,0.5796,
2018,18101,Martin County,Indiana,25.6,0.2398,
2018,18103,Miami County,Indiana,31.1,0.5879,
2018,18105,Monroe County,Indiana,24.6,0.4519,
2018,18107,Montgomery County,Indiana,27.1,0.3685,
2018,18109,Morgan County,Indiana,35.5,0.2156,
2018,18111,Newton County,Indiana,25.8,0.3366,
2018,18113,Noble County,Indiana,33,0.4742,
2018,18115,Ohio County,Indiana,19.8,0.0252,
2018,18117,Orange County,Indiana,27.5,0.6455,
2018,18119,Owen County,Indiana,25.7,0.3455,
2018,18121,Parke County,Indiana,29.4,0.5809,
2018,18123,Perry County,Indiana,27.2,0.3102,
2018,18125,Pike County,Indiana,24.4,0.1745,
2018,18127,Porter County,Indiana,31.9,0.1478,
2018,18129,Posey County,Indiana,25,0.0105,
2018,18131,Pulaski County,Indiana,24.6,0.2309,
2018,18133,Putnam County,Indiana,25.3,0.3484,
2018,18135,Randolph County,Indiana,25.7,0.4296,
2018,18137,Ripley County,Indiana,27.4,0.3774,
2018,18139,Rush County,Indiana,23,0.2567,
2018,18143,Scott County,Indiana,27.4,0.4201,
2018,18145,Shelby County,Indiana,33.6,0.2182,
2018,18147,Spencer County,Indiana,29.3,0.0879,
2018,18141,St. Joseph County,Indiana,34,0.6223,
2018,18149,Starke County,Indiana,32.2,0.3417,
2018,18151,Steuben County,Indiana,28.3,0.271,
2018,18153,Sullivan County,Indiana,27.8,0.6401,
2018,18155,Switzerland County,Indiana,31.1,0.6271,
2018,18157,Tippecanoe County,Indiana,28.7,0.493,
2018,18159,Tipton County,Indiana,30,0.0726,
2018,18161,Union County,Indiana,23.2,0.1713,
2018,18163,Vanderburgh County,Indiana,32.1,0.5242,
2018,18165,Vermillion County,Indiana,26.8,0.4503,
2018,18167,Vigo County,Indiana,31.7,0.7274,
2018,18169,Wabash County,Indiana,27.9,0.2882,
2018,18171,Warren County,Indiana,26.9,0.078,
2018,18173,Warrick County,Indiana,31.5,0.0678,
2018,18175,Washington County,Indiana,32.8,0.3777,
2018,18177,Wayne County,Indiana,34.6,0.7105,
2018,18179,Wells County,Indiana,25,0.1439,
2018,18181,White County,Indiana,26,0.2439,
2018,18183,Whitley County,Indiana,27.4,0.0315,
2018,19001,Adair County,Iowa,24.3,0.0538,
2018,19003,Adams County,Iowa,26.5,0.0376,
2018,19005,Allamakee County,Iowa,35.3,0.322,
2018,19007,Appanoose County,Iowa,38.4,0.3783,
2018,19009,Audubon County,Iowa,24.2,0.0226,
2018,19011,Benton County,Iowa,33.4,0.0118,
2018,19013,Black Hawk County,Iowa,30.5,0.4264,
2018,19015,Boone County,Iowa,33.3,0.1178,
2018,19017,Bremer County,Iowa,32.2,0.0322,
2018,19019,Buchanan County,Iowa,34.1,0.0662,
2018,19021,Buena Vista County,Iowa,29.8,0.7408,
2018,19023,Butler County,Iowa,31.7,0.0236,
2018,19025,Calhoun County,Iowa,26.3,0.158,
2018,19027,Carroll County,Iowa,31.6,0.0455,
2018,19029,Cass County,Iowa,28.8,0.1981,
2018,19031,Cedar County,Iowa,37,0.008,
2018,19033,Cerro Gordo County,Iowa,33.8,0.2497,
2018,19035,Cherokee County,Iowa,29.5,0.1701,
2018,19037,Chickasaw County,Iowa,27.4,0.0599,
2018,19039,Clarke County,Iowa,25.8,0.4847,
2018,19041,Clay County,Iowa,25.1,0.3439,
2018,19043,Clayton County,Iowa,35.2,0.1841,
2018,19045,Clinton County,Iowa,31.3,0.2646,
2018,19047,Crawford County,Iowa,32.2,0.8551,
2018,19049,Dallas County,Iowa,28.4,0.0596,
2018,19051,Davis County,Iowa,22.2,0.3503,
2018,19053,Decatur County,Iowa,27.1,0.6822,
2018,19055,Delaware County,Iowa,33.7,0.0344,
2018,19057,Des Moines County,Iowa,33.9,0.4653,
2018,19059,Dickinson County,Iowa,26.6,0.0917,
2018,19061,Dubuque County,Iowa,34.9,0.2347,
2018,19063,Emmet County,Iowa,29.7,0.3946,
2018,19065,Fayette County,Iowa,33.9,0.2252,
2018,19067,Floyd County,Iowa,36.7,0.3596,
2018,19069,Franklin County,Iowa,37.7,0.1962,
2018,19071,Fremont County,Iowa,30.2,0.0554,
2018,19073,Greene County,Iowa,29.9,0.1978,
2018,19075,Grundy County,Iowa,31.9,0.0038,
2018,19077,Guthrie County,Iowa,31.8,0.122,
2018,19079,Hamilton County,Iowa,31.1,0.1153,
2018,19081,Hancock County,Iowa,25.5,0.0713,
2018,19083,Hardin County,Iowa,31.4,0.1242,
2018,19085,Harrison County,Iowa,30.6,0.0646,
2018,19087,Henry County,Iowa,32.8,0.3134,
2018,19089,Howard County,Iowa,23.2,0.1567,
2018,19091,Humboldt County,Iowa,25.4,0.1446,
2018,19093,Ida County,Iowa,25.1,0.0866,
2018,19095,Iowa County,Iowa,34.4,0.0347,
2018,19097,Jackson County,Iowa,27.8,0.1268,
2018,19099,Jasper County,Iowa,35.4,0.2548,
2018,19101,Jefferson County,Iowa,28.6,0.4895,
2018,19103,Johnson County,Iowa,27.5,0.2675,
2018,19105,Jones County,Iowa,31.8,0.1924,
2018,19107,Keokuk County,Iowa,33.3,0.0398,
2018,19109,Kossuth County,Iowa,35.9,0.1048,
2018,19111,Lee County,Iowa,33.2,0.5041,
2018,19113,Linn County,Iowa,32.9,0.1806,
2018,19115,Louisa County,Iowa,27.6,0.457,
2018,19117,Lucas County,Iowa,28.3,0.2755,
2018,19119,Lyon County,Iowa,27.8,0.0439,
2018,19121,Madison County,Iowa,33.2,0.0204,
2018,19123,Mahaska County,Iowa,24.6,0.4637,
2018,19125,Marion County,Iowa,32.2,0.1949,
2018,19127,Marshall County,Iowa,32.9,0.6863,
2018,19129,Mills County,Iowa,28.2,0.1076,
2018,19131,Mitchell County,Iowa,33.1,0.086,
2018,19133,Monona County,Iowa,28.4,0.1796,
2018,19135,Monroe County,Iowa,24.5,0.2519,
2018,19137,Montgomery County,Iowa,26.5,0.528,
2018,19139,Muscatine County,Iowa,37.8,0.3904,
2018,19141,O&#39,brien County,Iowa,25.4,0.2322
2018,19143,Osceola County,Iowa,28.1,0.2634,
2018,19145,Page County,Iowa,37.2,0.3341,
2018,19147,Palo Alto County,Iowa,27.9,0.1729,
2018,19149,Plymouth County,Iowa,28.2,0.1271,
2018,19151,Pocahontas County,Iowa,27.7,0.1462,
2018,19153,Polk County,Iowa,34.1,0.3768,
2018,19155,Pottawattamie County,Iowa,39.4,0.4599,
2018,19157,Poweshiek County,Iowa,34.7,0.1548,
2018,19159,Ringgold County,Iowa,28.8,0.1299,
2018,19161,Sac County,Iowa,30.1,0.0748,
2018,19163,Scott County,Iowa,34.6,0.2659,
2018,19165,Shelby County,Iowa,26.3,0.1303,
2018,19167,Sioux County,Iowa,25.9,0.2207,
2018,19169,Story County,Iowa,28.9,0.2124,
2018,19171,Tama County,Iowa,27.5,0.3274,
2018,19173,Taylor County,Iowa,27.3,0.2771,
2018,19175,Union County,Iowa,30.3,0.4455,
2018,19177,Van Buren County,Iowa,24,0.2465,
2018,19179,Wapello County,Iowa,29.1,0.7439,
2018,19181,Warren County,Iowa,34.2,0.072,
2018,19183,Washington County,Iowa,27.3,0.2239,
2018,19185,Wayne County,Iowa,33.5,0.4583,
2018,19187,Webster County,Iowa,32.8,0.458,
2018,19189,Winnebago County,Iowa,31.8,0.2061,
2018,19191,Winneshiek County,Iowa,26.9,0.0115,
2018,19193,Woodbury County,Iowa,32.1,0.6968,
2018,19195,Worth County,Iowa,21.4,0.0697,
2018,19197,Wright County,Iowa,32.2,0.4803,
2018,20001,Allen County,Kansas,33.9,0.3978,
2018,20003,Anderson County,Kansas,32.7,0.2274,
2018,20005,Atchison County,Kansas,31.3,0.4911,
2018,20007,Barber County,Kansas,27,0.2803,
2018,20009,Barton County,Kansas,33,0.5439,
2018,20011,Bourbon County,Kansas,35.2,0.5828,
2018,20013,Brown County,Kansas,34.6,0.2717,
2018,20015,Butler County,Kansas,35.1,0.2624,
2018,20017,Chase County,Kansas,25.5,0.4067,
2018,20019,Chautauqua County,Kansas,21.1,0.7188,
2018,20021,Cherokee County,Kansas,33.2,0.3828,
2018,20023,Cheyenne County,Kansas,26.1,0.1003,
2018,20025,Clark County,Kansas,27.4,0.3124,
2018,20027,Clay County,Kansas,29,0.0494,
2018,20029,Cloud County,Kansas,35.5,0.2739,
2018,20031,Coffey County,Kansas,35.4,0.2035,
2018,20033,Comanche County,Kansas,21.4,0.0793,
2018,20035,Cowley County,Kansas,34.6,0.7318,
2018,20037,Crawford County,Kansas,31,0.6987,
2018,20039,Decatur County,Kansas,24.2,0.1573,
2018,20041,Dickinson County,Kansas,36.7,0.3322,
2018,20043,Doniphan County,Kansas,29.3,0.2306,
2018,20045,Douglas County,Kansas,28.6,0.2232,
2018,20047,Edwards County,Kansas,24.6,0.372,
2018,20049,Elk County,Kansas,20.8,0.3895,
2018,20051,Ellis County,Kansas,30,0.1564,
2018,20053,Ellsworth County,Kansas,31,0.3952,
2018,20055,Finney County,Kansas,39.5,0.8236,
2018,20057,Ford County,Kansas,32.5,0.857,
2018,20059,Franklin County,Kansas,30.1,0.2137,
2018,20061,Geary County,Kansas,36.7,0.6576,
2018,20063,Gove County,Kansas,24.4,0.0975,
2018,20065,Graham County,Kansas,27.6,0.1255,
2018,20067,Grant County,Kansas,28.5,0.3815,
2018,20069,Gray County,Kansas,28,0.2736,
2018,20071,Greeley County,Kansas,21.2,0.5752,
2018,20073,Greenwood County,Kansas,26.3,0.2127,
2018,20075,Hamilton County,Kansas,22.4,0.2586,
2018,20077,Harper County,Kansas,30.5,0.3223,
2018,20079,Harvey County,Kansas,28.6,0.335,
2018,20081,Haskell County,Kansas,24.9,0.4115,
2018,20083,Hodgeman County,Kansas,25.6,0.1118,
2018,20085,Jackson County,Kansas,35.1,0.2694,
2018,20087,Jefferson County,Kansas,32.4,0.0548,
2018,20089,Jewell County,Kansas,27.3,0.0876,
2018,20091,Johnson County,Kansas,26.3,0.0615,
2018,20093,Kearny County,Kansas,30.9,0.4656,
2018,20095,Kingman County,Kansas,26.5,0.0513,
2018,20097,Kiowa County,Kansas,29.6,0.258,
2018,20099,Labette County,Kansas,32.9,0.6392,
2018,20101,Lane County,Kansas,20.5,0.0303,
2018,20103,Leavenworth County,Kansas,34.6,0.2404,
2018,20105,Lincoln County,Kansas,24.8,0.1322,
2018,20107,Linn County,Kansas,32.2,0.4478,
2018,20109,Logan County,Kansas,23.5,0.1296,
2018,20111,Lyon County,Kansas,35.1,0.7322,
2018,20115,Marion County,Kansas,33.4,0.1771,
2018,20117,Marshall County,Kansas,34.4,0.1264,
2018,20113,Mcpherson County,Kansas,28.4,0.1067,
2018,20119,Meade County,Kansas,29.3,0.3717,
2018,20121,Miami County,Kansas,31,0.0258,
2018,20123,Mitchell County,Kansas,25.7,0.2844,
2018,20125,Montgomery County,Kansas,36.2,0.8029,
2018,20127,Morris County,Kansas,27.6,0.2436,
2018,20129,Morton County,Kansas,25.2,0.408,
2018,20131,Nemaha County,Kansas,29.3,0.0962,
2018,20133,Neosho County,Kansas,32.2,0.658,
2018,20135,Ness County,Kansas,27.5,0.15,
2018,20137,Norton County,Kansas,25.8,0.2975,
2018,20139,Osage County,Kansas,37.9,0.2341,
2018,20141,Osborne County,Kansas,29.4,0.0723,
2018,20143,Ottawa County,Kansas,30.3,0.0271,
2018,20145,Pawnee County,Kansas,31.6,0.2866,
2018,20147,Phillips County,Kansas,28.4,0.242,
2018,20149,Pottawatomie County,Kansas,33.1,0.1487,
2018,20151,Pratt County,Kansas,26.9,0.3873,
2018,20153,Rawlins County,Kansas,18.1,0.136,
2018,20155,Reno County,Kansas,32.8,0.5866,
2018,20157,Republic County,Kansas,30.6,0.0605,
2018,20159,Rice County,Kansas,32.1,0.4252,
2018,20161,Riley County,Kansas,26.2,0.4373,
2018,20163,Rooks County,Kansas,26.9,0.142,
2018,20165,Rush County,Kansas,28.4,0.0783,
2018,20167,Russell County,Kansas,29.9,0.2392,
2018,20169,Saline County,Kansas,34.9,0.4162,
2018,20171,Scott County,Kansas,28,0.3061,
2018,20173,Sedgwick County,Kansas,33.1,0.5357,
2018,20175,Seward County,Kansas,31.9,0.9111,
2018,20177,Shawnee County,Kansas,36.4,0.5099,
2018,20179,Sheridan County,Kansas,19.7,0.0685,
2018,20181,Sherman County,Kansas,30.1,0.4984,
2018,20183,Smith County,Kansas,26.6,0.0503,
2018,20185,Stafford County,Kansas,26.6,0.2777,
2018,20187,Stanton County,Kansas,25.6,0.4965,
2018,20189,Stevens County,Kansas,26.9,0.6739,
2018,20191,Sumner County,Kansas,37.9,0.2223,
2018,20193,Thomas County,Kansas,30.2,0.0704,
2018,20195,Trego County,Kansas,21.6,0.0389,
2018,20197,Wabaunsee County,Kansas,27.5,0.0532,
2018,20199,Wallace County,Kansas,20.6,0.143,
2018,20201,Washington County,Kansas,26,0.1481,
2018,20203,Wichita County,Kansas,28.7,0.4678,
2018,20205,Wilson County,Kansas,32.9,0.6366,
2018,20207,Woodson County,Kansas,26,0.4398,
2018,20209,Wyandotte County,Kansas,38.9,0.9242,
2018,21001,Adair County,Kentucky,30.5,0.7121,
2018,21003,Allen County,Kentucky,30.2,0.6796,
2018,21005,Anderson County,Kentucky,27.3,0.2637,
2018,21007,Ballard County,Kentucky,28.1,0.4459,
2018,21009,Barren County,Kentucky,32.4,0.7761,
2018,21011,Bath County,Kentucky,38.8,0.729,
2018,21013,Bell County,Kentucky,33,0.8927,
2018,21015,Boone County,Kentucky,32.9,0.1277,
2018,21017,Bourbon County,Kentucky,23.1,0.5561,
2018,21019,Boyd County,Kentucky,38.9,0.6908,
2018,21021,Boyle County,Kentucky,19.6,0.4315,
2018,21023,Bracken County,Kentucky,29,0.3866,
2018,21025,Breathitt County,Kentucky,34.8,0.822,
2018,21027,Breckinridge County,Kentucky,26.9,0.7376,
2018,21029,Bullitt County,Kentucky,34.7,0.1385,
2018,21031,Butler County,Kentucky,25,0.792,
2018,21033,Caldwell County,Kentucky,29.3,0.4981,
2018,21035,Calloway County,Kentucky,31.3,0.4997,
2018,21037,Campbell County,Kentucky,32.3,0.2188,
2018,21039,Carlisle County,Kentucky,21.2,0.3395,
2018,21041,Carroll County,Kentucky,20.6,0.8904,
2018,21043,Carter County,Kentucky,36.8,0.8204,
2018,21045,Casey County,Kentucky,24.8,0.7656,
2018,21047,Christian County,Kentucky,36.2,0.9127,
2018,21049,Clark County,Kentucky,31.8,0.6061,
2018,21051,Clay County,Kentucky,30,0.9099,
2018,21053,Clinton County,Kentucky,27.6,0.778,
2018,21055,Crittenden County,Kentucky,31.4,0.4844,
2018,21057,Cumberland County,Kentucky,22.7,0.5315,
2018,21059,Daviess County,Kentucky,27.9,0.6169,
2018,21061,Edmonson County,Kentucky,32.8,0.6357,
2018,21063,Elliott County,Kentucky,29.8,0.7239,
2018,21065,Estill County,Kentucky,28.5,0.7997,
2018,21067,Fayette County,Kentucky,28,0.4876,
2018,21069,Fleming County,Kentucky,36.2,0.771,
2018,21071,Floyd County,Kentucky,37.6,0.8503,
2018,21073,Franklin County,Kentucky,29.1,0.5468,
2018,21075,Fulton County,Kentucky,23.7,0.8704,
2018,21077,Gallatin County,Kentucky,22.4,0.6124,
2018,21079,Garrard County,Kentucky,20.2,0.4299,
2018,21081,Grant County,Kentucky,27,0.5602,
2018,21083,Graves County,Kentucky,32.3,0.7752,
2018,21085,Grayson County,Kentucky,37.6,0.6096,
2018,21087,Green County,Kentucky,27.1,0.5226,
2018,21089,Greenup County,Kentucky,37.6,0.3217,
2018,21091,Hancock County,Kentucky,28.7,0.3822,
2018,21093,Hardin County,Kentucky,39.1,0.5672,
2018,21095,Harlan County,Kentucky,36.9,0.8803,
2018,21097,Harrison County,Kentucky,23.1,0.5057,
